"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
37,"NCT01114555","Bevacizumab, Irinotecan and Temozolomide for Relapsed or Refractory Neuroblastoma","Active, not recruiting","No Results Available","Neuroblastoma","Drug: Bevacizumab, Irinotecan and Temozolomide","Memorial Sloan Kettering Cancer Center|Genentech, Inc.","All","Child, Adult, Senior","Phase 2","63","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","10-015","April 29, 2010","April 2010","April 2018","May 10, 2017","May 2017","No Study Results Posted","null","April 2018","To evaluate tumor responses to combination of irinotecan, temozolomide and bevacizumab in patients with resistant NB.|To determine the toxicity of the combination of irinotecan, temozolomide and bevacizumab in patients with resistant NB.|To evaluate changes in angiogenic markers after treatment with the combination of irinotecan, temozolomide and bevacizumab.|To measure time to progression in patients with resistant NB treated with the combination of irinotecan, temozolomide and bevacizumab.","https://ClinicalTrials.gov/show/NCT01114555"
38,"NCT00365222","Phase II Study of Temozolomide in Newly Diagnosed Glioblastoma","Terminated","No Results Available","Glioblastoma|Gliosarcoma","Drug: Temozolomide","H. Lee Moffitt Cancer Center and Research Institute|Schering-Plough","All","70 Years and older   (Senior)","Phase 2","1","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","MCC-14714","August 15, 2006","July 2006","June 2007","January 21, 2009","January 2009","No Study Results Posted","null","June 2007","Evaluate overall survival|Progression-free survival at six and nine months|Response rate measured by a reduction in tumor size|Frequency and severity of adverse events|Quality of life measured at each cycle utilizing the QOL FACT-BR","https://ClinicalTrials.gov/show/NCT00365222"
39,"NCT01107522","Safety and Tolerability of Carboxyamidotriazole Orotate (CTO) in Solid Tumors or With Temodar® in Glioblastoma or Other Recurrent Malignant Gliomas or in Combination With Temodar® and Radiation Therapy for Patients With Newly Diagnosed Glioblastoma and Malignant Gliomas","Active, not recruiting","No Results Available","Solid Tumors, Glioblastoma, Recurrent Malignant Gliomas","Drug: CTO|Drug: CTO and Temodar®|Drug: CTO, Temodar®, Radiation therapy","Tactical Therapeutics, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1","100","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","T09-10644","April 16, 2010","May 2010","null","January 4, 2017","January 2017","No Study Results Posted","null","June 2018","To determine the MTD/RD of single agent CTO in patients with advanced or metastatic solid tumors; or CTO in combination with Temodar® in patients with glioblastoma or other recurrent malignant gliomas|Preliminary tumor response|Pharmacokinetics (maximum concentration, Tmax, AUC, T1/2, clearance, volume of distribution)|Voluntary Exploratory objective|Exploratory Objective","https://ClinicalTrials.gov/show/NCT01107522"
40,"NCT00392171","The Effects of Continuous 28-day (28/28) Temozolomide Chemotherapy in Subjects With Recurrent Malignant Glioma Who Have Failed the Conventional 5-day (5/28) Treatment (P04601AM1)(COMPLETED)","Completed","Has Results","Glioma|Astrocytoma|Oligodendroglioma|Glioblastoma","Drug: Temozolomide","Schering-Plough","All","19 Years to 70 Years   (Adult, Senior)","Phase 2","120","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","P04601","October 24, 2006","June 2006","September 2009","June 3, 2010","June 2010","April 21, 2010","null","September 2009","Percentage of Participants Surviving at Six Months of Treatment Without Evidence of Disease Progression.","https://ClinicalTrials.gov/show/NCT00392171"
41,"NCT02113007","Study of High-Dose Rituximab With Temozolomide as Treatment for Primary Central Nervous System (CNS) Lymphoma","Terminated","Has Results","Primary Central Nervous System Lymphoma","Drug: Rituximab plus Temozolomide","SCRI Development Innovations, LLC|Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","2","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","SCRI CNS 20","April 10, 2014","July 2014","February 2016","December 14, 2016","December 2016","December 14, 2016","null","February 2016","Overall Response Rate|Progression Free Survival (PFS)|Number of Participants With Serious and Non-serious Adverse Events as a Measure of Safety.","https://ClinicalTrials.gov/show/NCT02113007"
42,"NCT02972320","Extensive Stage Sclc Patients Who Were Benefit From First-line Treatment Accept Temozolomide Maintain Therapeutic","Recruiting","No Results Available","Extensive Stage Small Cell Lung Cancer","Drug: temozolomide","Yunpeng Liu|China Medical University, China","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","60","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CLOG1601","October 23, 2016","June 2016","December 2018","November 22, 2016","November 2016","No Study Results Posted","null","December 2017","Progression-Free Survival in the first line of chemotherapy|Overall Survival (OS)|Tumor Response Rate (RR)|Treatment-related adverse events","https://ClinicalTrials.gov/show/NCT02972320"
43,"NCT02446704","Study of Olaparib and Temozolomide in Patients With Recurrent Small Cell Lung Cancer Following Failure of Prior Chemotherapy","Active, not recruiting","No Results Available","Small Cell Lung Cancer","Drug: Olaparib|Drug: Temozolomide","Massachusetts General Hospital|AstraZeneca","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","29","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","15-121","May 14, 2015","September 2015","April 2022","May 8, 2017","May 2017","No Study Results Posted","null","August 2018","MTD of Olaparib and Temozolomide|Overall Response Rate for Olaparib and Temozolomide|Safety, assessed using CTCAE version 4.0 cirteria|Overall Survival|Progression Free Survival|Methylation promoter methylation status|PAR levels","https://ClinicalTrials.gov/show/NCT02446704"
44,"NCT00492141","Aerosol L9-NC and Temozolomide in Ewing's Sarcoma","Completed","No Results Available","Ewing's Sarcoma","Drug: Temozolomide|Drug: L9-NC","M.D. Anderson Cancer Center","All","10 Years and older   (Child, Adult, Senior)","Phase 1|Phase 2","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2005-0889","June 26, 2007","June 2006","September 2009","August 1, 2012","August 2012","No Study Results Posted","null","May 2007","Toxicity Profile|Number of Participants with Response According to Response Evaluation Criteria In Solid Tumors (RECIST)","https://ClinicalTrials.gov/show/NCT00492141"
45,"NCT01985087","A Study Using Radiation Therapy and Temozolomide to Treat Glioblastoma in Patients Over 70","Recruiting","No Results Available","Glioblastoma","Radiation: Hypofractionated radiotherapy|Drug: Temozolomide","James Graham Brown Cancer Center|University of Louisville","All","70 Years and older   (Senior)","Phase 1|Phase 2","40","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","BCC-NEU-13 GB70","October 10, 2013","September 2014","May 2019","November 21, 2016","November 2016","No Study Results Posted","null","May 2018","Number of patients who stop treatment due to CTCAE grade 3 or above toxicities|Overall survival|Quality of Life|The number of patients to complete RT+TMZ and a minimum of 3 of the 6 planned cycles of adjuvant chemotherapy","https://ClinicalTrials.gov/show/NCT01985087"
46,"NCT00841555","Temozolomide and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme or Anaplastic Astrocytoma","Completed","Has Results","Glioblastoma Multiforme/Anaplastic Astrocytoma","Drug: temozolomide|Radiation: Hypofractionated radiation therapy|Radiation: Intensity-modulated radiation therapy","Ohio State University Comprehensive Cancer Center","All","18 Years and older   (Adult, Senior)","Phase 1","9","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","OSU-08119|NCI-2011-03149","February 10, 2009","February 13, 2009","November 25, 2014","February 22, 2017","February 2017","March 24, 2016","null","February 13, 2013","Maximum Tolerated Dose(MTD)of Temozolomide(TMZ)|Time to Neuroradiological Evidence of Tumor Recurrence or Progression|Survival Time|Time Spent in a Karnofsky Performance Status of 60-100%","https://ClinicalTrials.gov/show/NCT00841555"
47,"NCT01517776","Cilengitide and Metronomic Temozolomide for Relapsed or Refractory High Grade Gliomas or Diffuse Intrinsic Pontine Gliomas in Children and Adolescents","Terminated","No Results Available","Gliomas","Drug: Cilengitide|Drug: Temozolomide","Martin-Luther-Universität Halle-Wittenberg|Merck KGaA","All","3 Years to 17 Years   (Child)","Phase 2","28","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","HIT-HGG-CilMetro|2009-011898-33","January 11, 2012","January 2012","April 2014","June 26, 2015","June 2015","No Study Results Posted","HGG-CilMetro","March 2014","Efficacy of a combined treatment with cilengitide and temozolomide as measured by 6 months overall survival after diagnosis of relapsed or refractory high grade glioma or diffuse intrinsic pontine glioma in children and adolescents|Safety and toxicity of the study treatment|Response rates (RR) at 6 months, progression-free survival (PFS) at 6 months, and RR, overall survival (OS), and PFS at 12 months after relapse diagnosis or diagnosis of tumor progression|Peak plasma levels of cilengitide [ng/ml] on day 1 of week 1 and day 4 of week 6","https://ClinicalTrials.gov/show/NCT01517776"
48,"NCT00611247","Phase 2 Study of Temozolomide to Treat Poor Risk / Refractory Acute Myeloid Leukemia","Completed","Has Results","Leukemia, Myeloid","Drug: Temozolomide","Bruno C. Medeiros|Schering-Plough|Stanford University","All","60 Years and older   (Adult, Senior)","Phase 2","42","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","07815|97611|SU-12142007-936|HEMAML0004","January 25, 2008","December 2007","January 2010","July 7, 2014","July 2014","April 29, 2014","null","December 2009","Response Rate (CR + CRi + LFS)|Toxicity Profile: Total Number of Drug-related Serious Adverse Events|Toxicity Profile: Individual Subjects With Drug-related SAEs","https://ClinicalTrials.gov/show/NCT00611247"
49,"NCT00080938","Temozolomide and Radiation Therapy in Treating Patients With Brain Metastasis Secondary to Non-Small Cell Lung Cancer","Completed","Has Results","Lung Cancer|Metastatic Cancer","Drug: Temozolomide|Radiation: Radiation therapy","Eastern Cooperative Oncology Group|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","26","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000357567|U10CA021115|E1F03","April 7, 2004","October 2005","February 2009","February 12, 2013","February 2013","December 30, 2010","null","August 2008","Number of Patients With Intracranial Response|1-year Neurologic (Central Nervous System, CNS) Progression Free Rate|Time to Non-CNS (Systemic) Progression|Overall Survival Time","https://ClinicalTrials.gov/show/NCT00080938"
50,"NCT00740636","Temozolomide for Relapsed Sensitive or Refractory Small Cell Lung Cancer","Completed","Has Results","Lung Cancer","Drug: Temozolomide|Drug: Temozolomide","Memorial Sloan Kettering Cancer Center|Schering-Plough","All","18 Years and older   (Adult, Senior)","Phase 2","92","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","08-065","August 22, 2008","August 2008","February 2013","July 1, 2016","June 2016","October 20, 2015","null","February 2013","The Objective Overall Response","https://ClinicalTrials.gov/show/NCT00740636"
51,"NCT00508456","Dietary Methionine Restriction Plus Temozolomide for Recurrent GBM","Terminated","No Results Available","Glioblastoma Multiforme","Drug: Temodar (Temozolomide)|Dietary Supplement: Hominex-2","M.D. Anderson Cancer Center","All","Child, Adult, Senior","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ID03-0066","July 27, 2007","August 2004","November 2008","January 12, 2012","January 2012","No Study Results Posted","null","November 2008","Time to Disease Progression","https://ClinicalTrials.gov/show/NCT00508456"
