"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
32,"NCT00852709","Phase I Dose-Escalation Trial of Clofarabine Followed by Escalating Doses of Fractionated Cyclophosphamide in Children With Relapsed or Refractory Acute Leukemias","Unknown status","No Results Available","Myelodysplastic Syndrome|Acute Myeloid Leukemia|Myeloproliferative Disorders|Acute Lymphocytic Leukemia|Acute Promyelocytic Leukemia|Acute Leukemia|Chronic Myelogenous Leukemia|Myelofibrosis|Chronic Myelomonocytic Leukemia|Juvenile Myelomonocytic Leukemia","Drug: Clofarabine|Drug: Cyclophosphamide","Sidney Kimmel Comprehensive Cancer Center|Genzyme, a Sanofi Company","All","1 Year to 21 Years   (Child, Adult)","Phase 1","35","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","J0715|POE07-01","February 26, 2009","September 2007","null","September 21, 2010","September 2010","No Study Results Posted","POE07-01","January 2010","To determine the feasibility, tolerability, toxicities, and MTD of clofarabine followed by fractionated cyclophosphamide in pediatric patients with relapsed or refractory acute leukemias.|To obtain preliminary descriptive data of the biologic and pharmacodynamic effects of clofarabine followed by fractionated cyclophosphamide on marrow and circulating leukemic blasts in pediatric patients with relapsed or refractory acute leukemias.","https://ClinicalTrials.gov/show/NCT00852709"
33,"NCT02298348","Sorafenib and Cyclophosphamide/Topotecan in Patients With Relapsed and Refractory Neuroblastoma","Recruiting","No Results Available","Neuroblastoma","Drug: Sorafenib|Drug: Cyclophosphamide|Drug: Topotecan","New Approaches to Neuroblastoma Therapy Consortium|University of California, San Francisco|Children's Hospital Los Angeles|Lucile Packard Children's Hospital|Children's Hospital Medical Center, Cincinnati|University of Michigan|Seattle Children's Hospital|Dana-Farber Cancer Institute|The Hospital for Sick Children|Children's Healthcare of Atlanta|University of Chicago|Cook Children's Health Care System|Memorial Sloan Kettering Cancer Center|Children's Hospital Colorado","All","up to 30 Years   (Child, Adult)","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","NANT 2013-02","August 26, 2014","April 2015","February 2018","March 21, 2017","March 2017","No Study Results Posted","N2013-02","October 2017","The maximum tolerated dose of sorafenib given twice each day when given in combination with cyclophosphamide/topotecan for 5 days|The number and types of toxicities of sorafenib when administered in combination with cyclophosphamide and topotecan.","https://ClinicalTrials.gov/show/NCT02298348"
34,"NCT00999986","Low Dose Cyclophosphamide Treats Genital Warts","Completed","No Results Available","Genital Wart","Drug: cyclophosphamide","Huazhong University of Science and Technology","All","18 Years to 60 Years   (Adult)","Phase 3","104","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single Blind (Investigator)|Primary Purpose: Treatment","Sheng-Qi-An","October 21, 2009","January 2007","August 2009","November 24, 2009","November 2009","No Study Results Posted","null","June 2009","low-dose cyclophosphamide effectively prevents the recurrence of large genital warts after laser therapy","https://ClinicalTrials.gov/show/NCT00999986"
35,"NCT01238770","Phase I/II Study of Pazopanib and Cyclophosphamide in Patients With Platinum-resistant Recurrent Ovarian Cancer","Completed","No Results Available","Epithelial Ovarian Cancer","Drug: Pazopanib","Priv.-Doz. Dr. med. Joachim Rom|University Hospital Heidelberg","Female","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","3107000","November 10, 2010","November 2010","October 2015","February 8, 2016","February 2016","No Study Results Posted","null","October 2014","Determination of the optimal doses for pazopanib (phase I)|Overall response rate according to RECIST criteria / clinical benefit (stable disease or partial response or complete response) (phase II)|Time to progression (TTP) according to RECIST criteria|Overall survival|Evaluation of CA125 tumour response|Number of patients with Adverse Events|Assessment of quality of life over time as defined by EORTC-QLQ C 30 and Ovar 28 questionnaire","https://ClinicalTrials.gov/show/NCT01238770"
36,"NCT01492673","Cyclophosphamide, Topotecan, and Bevacizumab (CTB) in Patients With Relapsed/Refractory Ewing's Sarcoma and Neuroblastoma","Active, not recruiting","No Results Available","Neuroblastoma|Sarcoma","Drug: Cyclophosphamide, Topotecan, and Bevacizumab","Memorial Sloan Kettering Cancer Center|Genentech, Inc.|Children's Mercy Hospital Kansas City|Penn State University|University of Colorado, Denver|Sidney Kimmel Comprehensive Cancer Center|Phoenix Children's Hospital Center for Cancer & Blood Disorders|Alberta Children's Hospital|MD Anderson Cancer Center Orlando|M.D. Anderson Cancer Center","All","up to 21 Years   (Child, Adult)","Phase 2","9","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","11-183","December 12, 2011","December 2011","December 2018","April 25, 2017","April 2017","No Study Results Posted","null","December 2018","efficacy|safety","https://ClinicalTrials.gov/show/NCT01492673"
37,"NCT00258206","Rituximab and Cyclophosphamide in Treating Patients With High Risk, Refractory, or Relapsed Multiple Myeloma","Completed","Has Results","Multiple Myeloma and Plasma Cell Neoplasm","Biological: rituximab|Drug: cyclophosphamide","Sidney Kimmel Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","21","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","J0478 CDR0000441169|P30CA006973|JHOC-J0478","November 22, 2005","December 2004","April 2015","June 10, 2015","June 2015","May 28, 2015","null","April 2015","Event-free Survival|Safety of Maintenance Rituximab Following High Dose Cyclophosphamide|Safety and Toxicity|Complete Response (CR) Rate and Partial Response (PR) Rate|Effect of Rituximab by Clonogenic Growth of Multiple Myeloma (MM) Progenitors and the Mechanisms by Which MM Stem Cells Are Inhibited|Overall Survival","https://ClinicalTrials.gov/show/NCT00258206"
38,"NCT01092962","Cyclophosphamide Versus Mycophenolate Mofetil for the Treatment of Steroid-dependent Nephrotic Syndrome in Children","Completed","No Results Available","Idiopathic Nephrotic Syndrome","Drug: Cyclophosphamide|Drug: Mycophenolate mofetil","Assistance Publique - Hôpitaux de Paris","All","2 Years to 16 Years   (Child)","Phase 3","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","P071221","February 26, 2010","September 2010","February 2015","March 25, 2015","August 2013","No Study Results Posted","NEPHROMYCY","February 2015","Relapse of nephrotic syndrome (defined by occurrence of proteinuria ≥ 0,25 g/mmol of CREATININURIA (or ≥ 2g/g) with hypoalbuminemia ≤ 30g/L AND/OR dipsticks >2+ during 3 days and proteinuria/CREATININURIA ratio ≥ 0,25 g/mmol) during 2 years.|In case of relapse, steroid threshold dose to maintain a remission compare to those before inclusion in the study|Cumulative steroid dose received during the years before and under treatment|Comparison of growth data, during the year before and under treatment|Pharmacokinetics measurement of MPA and relation with efficacy in case of treatment with MMF","https://ClinicalTrials.gov/show/NCT01092962"
39,"NCT01861561","Low-dose VS High-dose IV Cyclophosphamide for Proliferative LN in Children","Recruiting","No Results Available","Renal Insufficiency|Infection","Drug: Low-dose intravenous cyclophosphamide|Drug: High-dose intravenous cyclophosphamide","Mahidol University","All","up to 15 Years   (Child)","Phase 4","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","125/2556(EC2)","May 19, 2013","May 2013","November 2018","April 1, 2017","April 2017","No Study Results Posted","Low/highIVCY","May 2018","renal response|infection","https://ClinicalTrials.gov/show/NCT01861561"
40,"NCT01543152","Dose Escalation Study of Cyclophosphamide in HIV-Infected Subjects on HAART Receiving SB-728-T","Active, not recruiting","No Results Available","HIV","Genetic: SB-728-T|Genetic: SB-728-T|Genetic: SB-728-T|Genetic: SB-728-T|Genetic: SB-728-T","Sangamo Therapeutics","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","26","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","SB-728-1101","March 1, 2012","December 2011","September 2017","January 6, 2017","January 2017","No Study Results Posted","null","March 2017","Treatment related Adverse Events on subjects who received cyclophosphamide prior to SB-728-T infusion|Effect of escalating doses of cyclophosphamide on SB-728-T engraftment as measured by pentamer PCR|Effect of SB-728-T on plasma HIV-1 RNA levels following HAART interruption|Change in CD4+ T-cell counts in peripheral blood after treatment with SB-728-T","https://ClinicalTrials.gov/show/NCT01543152"
41,"NCT03088293","Cyclophosphamide vs. Infliximab for Refractory Idiopathic Scleritis (CIRIS)","Not yet recruiting","No Results Available","Idiopathic Refractory Scleritis","Drug: Infliximab|Drug: Cyclophosphamide","Hospices Civils de Lyon","All","18 Years and older   (Adult, Senior)","Phase 2","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","69HCL17_0028","March 17, 2017","September 2017","April 2020","March 17, 2017","March 2017","No Study Results Posted","CIRIS","April 2020","percentage of patients with resolution (score=0) of the scleral inflammation and with a prednisone dose lower than 0.1 mg/kg/day","https://ClinicalTrials.gov/show/NCT03088293"
42,"NCT01910870","Phase II Pilot Study Assessing Efficacy of a Cisplatin - Metronomic Cyclophosphamide Treatment in Patients With Metastatic Triple Negative Breast Cancer Resistant to Anthracyclines and Taxanes","Terminated","No Results Available","Metastatic Breast Cancer","Drug: Cisplatin|Drug: Metronomic Cyclophosphamide","Centre Jean Perrin","Female","18 Years and older   (Adult, Senior)","Phase 2","4","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","META1 - CJP4.1","May 28, 2013","July 2013","September 2016","October 10, 2016","July 2016","No Study Results Posted","null","September 2016","Response rate of cisplatin - metronomic cyclophosphamide treatment|Disease free progression|safety profile of cisplatin - metronomic cyclophosphamide association|Overall survival|Predictive factors to response and/or resistance treatment","https://ClinicalTrials.gov/show/NCT01910870"
43,"NCT01670175","Sirolimus With Cyclophosphamide and Topotecan for Pediatric/Adolescent Relapsed and Refractory Solid Tumors","Active, not recruiting","No Results Available","Malignant Solid Tumor|Childhood Solid Tumor","Drug: Sirolimus, Cyclophosphamide, Topotecan","University of California, San Francisco|Hyundai Hope On Wheels","All","up to 25 Years   (Child, Adult)","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","UCSF CC# 12083|IRB # 12-09399","August 17, 2012","August 2012","November 2015","August 7, 2015","August 2015","No Study Results Posted","null","September 2015","Dose Limiting Toxicity|Antitumor Activity|Biologic efects of drug combination|Antiangiogenic properties of drug combination","https://ClinicalTrials.gov/show/NCT01670175"
44,"NCT01346787","Carfilzomib, Cyclophosphamide and Dexamethasone In Newly Diagnosed Multiple Myeloma Patients","Active, not recruiting","No Results Available","Multiple Myeloma","Drug: CARFILZOMIB, CYCLOPHOSPHAMIDE, DEXAMETHASONE","Stichting Hemato-Oncologie voor Volwassenen Nederland|Fondazione Neoplasie Sangue Onlus","All","65 Years and older   (Adult, Senior)","Phase 2","53","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","IST-CAR-506","April 19, 2011","July 2011","October 2019","May 9, 2016","May 2016","No Study Results Posted","CCD","October 2012","Toxicity: Assessment of adverse events will be performed at the end of third cycle according to the National Cancer Institute Common Terminology Criteria of Adverse Events (CTCAE version 4.0)|Efficacy will be assessed by considering partial response (PR) following the proposed regimen. Assessment of Partial Response rate will be performed at the end of third cycle according to the criteria of the International Myeloma Working Group.|Response rate|Duration of Progression Free Survival|Time to progression (TTP)|Duration of Response (DOR)|Duration of Overall Survival|Time to next therapy|Progressio Free Survival|β2-microglobulin as prognostic factors|peripheral neuropathy|Progression Free Survival|C reactive protein as prognostic factors|cytogenetics as prognostic factors|microRNA|gene expression profile|Overall Survival","https://ClinicalTrials.gov/show/NCT01346787"
45,"NCT02876679","Cyclophosphamide Versus Anti-thymocyte Globulin for GVHD Prophylaxis After RIC Allo-SCT","Recruiting","No Results Available","Graft vs Host Disease","Drug: Cyclophosphamide|Drug: Anti-Thymocyte Globulin|Drug: Conditioning regimen","Assistance Publique - Hôpitaux de Paris","All","18 Years to 65 Years   (Adult)","Phase 2","88","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Prevention","P150955|2016-002129-12","August 12, 2016","March 2017","February 2020","March 21, 2017","March 2017","No Study Results Posted","ATG-CyGVHD","February 2020","Composite endpoint of GVHD-free, relapse-free survival (GRFS)|Cumulative incidence of grade 2-4 and grade 3-4 severe acute GVHD|Cumulative incidence of non-relapse mortality within the first 12 months after transplantation.|Disease-free survival|Overall survival.|Quality of Life (QoL) with EORTC QLQ-C30|Quality of Life (QoL) with FACT-BMT|Immune recovery measurement","https://ClinicalTrials.gov/show/NCT02876679"
